floor,risk_hours,risk_pct_of_year,mean_deficit_pct_of_usable,cum_deficit_t_H2,extra_ael_gwh,extra_ael_pct_of_ael_energy
0,0,0,1.33890728059959e-17,7.73070496506989e-15,4.30057018528588e-16,5.29164013610235e-17
0.05,1893,21.6095890410959,0.725098608893552,418.664047702272,23.2901673176609,2.86574056101542
0.1,2831,32.3173515981735,2.07832093284155,1199.99989449096,66.7556683628707,8.21395672671303
0.2,4167,47.5684931506849,6.11211300334303,3529.06754834079,196.321069667378,24.156342230359
0.3,5242,59.8401826484018,11.5265869668986,6655.32590542108,370.233973376785,45.5554698298456
0.4,6006,68.5616438356164,17.9693028580008,10375.2799641945,577.174007798984,71.0184234554267
0.5,6639,75.7876712328767,25.1882230962848,14543.4059679275,809.045725852666,99.5490981524218
