res_capacity_factor,res_mean_mw,res_p05_mw,res_p95_mw,res_zero_hours,res_below_aelmin_hours,ael_energy_gwh,ael_energy_share,ael_zero_hours,ael_load_p05,ael_load_mean,ael_load_p95,ael_full_load_hours,mod_start_events,mod_stop_events,mod_units_started,mod_units_stopped,mod_mean_online,mod_max_online,mod_online_p05,mod_online_p95,mod_commit_std,mod_updown_events,mod_net_change_abs,hb_min_load,hb_mean_load,hb_p05_load,hb_below_min_hours,mar,rms_ramp,ramp_p95,ramp_max,switch_count,daily_nh3_mean_t,daily_nh3_min_t,daily_nh3_max_t,daily_output_cv,daily_output_max_dev,daily_shortfall_p95,daily_output_p05_t,dcv_mean,dcv_p95,dcv_max,h2_min_abs_soc,h2_min_work_soc,h2_p05_work_soc,h2_mean_work_soc,h2_min_margin,h2_risk_hours,h2_empty_hours,h2_full_hours,buy_energy_gwh,sell_energy_gwh,curtail_energy_gwh,mat_path,hours,nh3_t,lcoa_usd_t,net_profit_usd,ael_equiv_hours,ael_start_energy_mwh,sell_rate,curtail_rate,purchase_rate,co2_intensity
0.292922619047619,117.169047619048,29.36,246.22,0,6,16.0624815882998,0.816000568384091,0,0.2,0.735461611185888,1,123.557550679229,3,0,26,0,25.9285714285714,26,26,26,0.564110540102056,3,26,0.3,0.836426957908065,0.340423858448418,0,0.0799022857911256,0.11908834352279,0.2,0.2,0,229.158070659744,195.350737652659,272.674434486962,0.105320191754447,0.189896710606506,0.147528441436752,195.350737652659,0.186578341942348,0.255291465511437,0.255291465511437,0.333333333333333,0,0,0.2037826484606,-0.2,100,24,0,0.0890174613834396,2.16753470319635,0,C:\Users\祁水\Desktop\风光氢氨系统\project\results_out\dispatch_7d_s2.mat,168,1604.10649461821,24014.0459806464,-37627599.8021128,123.557550679229,19.5,0.110114339436119,0,0.00452223392043647,0.0316479350948944
