res_capacity_factor,res_mean_mw,res_p05_mw,res_p95_mw,res_zero_hours,res_below_aelmin_hours,ael_energy_gwh,ael_energy_share,ael_min_power_violation_hours,ael_zero_hours,ael_load_p05,ael_load_mean,ael_load_p95,ael_full_load_hours,mod_start_events,mod_stop_events,mod_units_started,mod_units_stopped,mod_mean_online,mod_max_online,mod_online_p05,mod_online_p95,mod_commit_std,mod_updown_events,mod_net_change_abs,hb_min_load,hb_mean_load,hb_p05_load,hb_below_min_hours,mar,rms_ramp,ramp_p95,ramp_max,switch_count,low_load_ratio,daily_nh3_mean_t,daily_nh3_min_t,daily_nh3_max_t,daily_output_cv,daily_output_max_dev,daily_shortfall_p95,daily_output_p05_t,dcv_mean,dcv_p95,dcv_max,h2_min_abs_soc,h2_min_work_soc,h2_p05_work_soc,h2_mean_work_soc,h2_safe_soc,h2_min_margin,h2_risk_hours,h2_empty_hours,h2_full_hours,buy_energy_gwh,sell_energy_gwh,curtail_energy_gwh,max_power_residual_kw,max_storage_residual_kg,year,elapsed_s,accepted_gap,nh3_t,lcoa_usd_t,net_profit_usd,ael_equiv_hours,ael_start_energy_mwh,sell_rate,curtail_rate,purchase_rate,co2_intensity,ael_startups,ael_shutdowns,hb_avg_load
0.320362157534247,128.144863013699,14,287.8,6,787,812.710251391649,0.723986437466559,886,3,0.148819810326659,0.713654945022523,1,6251.6173183973,878,1058,3940,3922,22.9643835616438,26,15,26,4.05585063618734,1936,7862,0.299999999999998,0.811626637723124,0.3,0,0.05338045428959,0.0985433154963718,0.2,0.200000000000009,0,0.160159817351598,222.363462389898,82.7876611120785,273.972602739726,0.231596894900817,0.627692156695617,0.455439212336747,121.090422226571,0.154935778289428,0.307692206457512,0.332263909498994,0.333333333333333,-3.44965522883894e-16,0,0.303900059426055,0.2,-0.2,4167,623,60,7.40614473433912,224.509800000003,12.6755627589914,8.28867996460758e-09,9.09494701772928e-13,2022,424.2122667,0.02,81162.6637723129,396.903781565525,12993835.548016,6251.6173183973,2955,0.200000000000002,0.0112917678952023,0.00659761376504645,0.0520402380316458,3940,3922,0.811626637723124
