ael_energy_share,mod_start_events,mod_units_started,mod_mean_online,ael_start_energy_mwh,hb_mean_load,ramp_p95,switch_count,daily_shortfall_p95,daily_output_cv,h2_min_work_soc,h2_p05_work_soc,h2_mean_work_soc,h2_risk_hours,h2_empty_hours,curtail_energy_gwh,reserve_floor,year,day_count,elapsed_s,nh3_t,lcoa_usd_t,sell_rate,curtail_rate,purchase_rate,raw_objective
0.756004996166224,26,95,22.625,71.25,0.725586081778515,0.2,0,0.492925339902285,0.313000693255369,0,0,0.37148689193767,232,55,0.10039200913242,0,2022,30,13.549783,5963.72122009738,6404.31507664305,0.183252320168837,0.00127094580494265,0.0131549890559742,34871757.0031715
0.756914957476878,59,123,22.8416666666667,92.25,0.726459429527956,0.2,0,0.493534943818477,0.313548024882085,0.1,0.1,0.41779520843709,194,0,0.10039200913242,0.1,2022,30,6.4138939,5970.89942077771,6397.56482631176,0.183437421995835,0.00127094580494265,0.0146022396938974,34873425.1384396
0.757344286558557,64,124,22.9472222222222,93,0.726871483955835,0.2,0,0.481421648266256,0.30960840320835,0.2,0.2,0.487979023147435,0,0,0.10039200913242,0.2,2022,30,4.4186011,5974.28616950001,6394.43579225647,0.184353037069434,0.00127094580494265,0.0159974106030194,34874511.9190221
0.757686972815401,51,103,23.3305555555556,77.25,0.727200381753658,0.2,0,0.494050986466465,0.305603151648623,0.35,0.35,0.564186531381495,0,0,0.100747260273973,0.35,2022,30,4.7247462,5976.98943907116,6392.01279862634,0.186428551590037,0.00127544322412929,0.0182532282589846,34875809.8742347
