RelativePath,AuditStatus,HardConstraintsPassed,MaxPowerResidualKW,MaxStorageResidualKG,MaxStorageLowerViolationKG,MaxStorageUpperViolationKG,MaxHBLowerViolation,MaxHBUpperViolation,MaxHBRampViolation,BuySellOverlapKWh,CO2MarginKG,TerminalBacklogKG,MaxBacklogKG
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_cp025_hb010_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.45563569478691e-11,1.81898940354586e-12,1.81898940354586e-12,0,0,3.7470027081099e-15,0,-2094.4841497317,56249.4954591031,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_cp025_hb020_gate_2022_latest.mat,audited,0,1.34969013743103e-09,3.1377567211166e-11,3.63797880709171e-12,0,0,0,4.85167461761193e-14,0,-3764.53502404317,94417.3525556433,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_cp050_gate_2022_latest.mat,audited,1,8.58562998473644e-10,4.13820089306682e-11,4.54747350886464e-12,1.81898940354586e-12,0,0,3.21964677141295e-15,0,-7.45058059692383e-09,7516.42456378974,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_cp050_hb005_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.27373675443232e-11,4.54747350886464e-12,0,0,0,3.83026943495679e-15,0,-628.733392998576,34941.0323944196,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_cp050_hb010_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.45563569478691e-11,2.27373675443232e-12,1.81898940354586e-12,0,0,3.7470027081099e-15,0,-3764.53502406552,47218.904283618,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_cp050_hb020_gate_2022_latest.mat,audited,0,1.34969013743103e-09,3.1377567211166e-11,4.54747350886464e-12,0,0,0,4.85167461761193e-14,0,-5342.95109743997,83500.3458270832,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_gate_2022_latest.mat,audited,1,8.58562998473644e-10,4.13820089306682e-11,1.36424205265939e-11,1.81898940354586e-12,0,0,3.21964677141295e-15,0,3.72529029846191e-09,16569.775433553,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_hb005_gate_2022_latest.mat,audited,1,5.71162672713399e-10,2.27373675443232e-11,9.09494701772928e-13,0,0,0,3.05311331771918e-15,0,-1.86264514923096e-08,44180.2760933763,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_hb010_gate_2022_latest.mat,audited,1,5.71162672713399e-10,2.45563569478691e-11,2.27373675443232e-12,1.81898940354586e-12,0,0,3.7470027081099e-15,0,-1.86264514923096e-08,57560.0793324229,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l2_soft_hb020_gate_2022_latest.mat,audited,0,1.34969013743103e-09,3.1377567211166e-11,1.81898940354586e-12,0,0,0,4.85167461761193e-14,0,-3764.53502403572,94051.9137843655,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_cp025_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.95630195271224e-11,0,3.63797880709171e-12,0,0,3.60822483003176e-15,0,93085.2829895616,6.28642737865448e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_cp025_hb005_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.95630195271224e-11,0,0,0,0,3.05311331771918e-15,0,-3.72529029846191e-08,5.41331246495247e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_cp025_hb010_gate_2022_latest.mat,audited,1,9.85892256721854e-10,3.27418092638254e-11,1.81898940354586e-12,1.81898940354586e-12,0,0,5.02375918642883e-15,0,-2.98023223876953e-08,20029.6238835537,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_cp025_hb020_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.36468622460961e-11,9.09494701772928e-13,0,0,0,4.85167461761193e-14,0,-1656.49310736731,54789.5253179209,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_cp050_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.95630195271224e-11,0,3.63797880709171e-12,0,0,3.60822483003176e-15,0,147066.113775019,5.64614310860634e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_cp050_hb005_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.95630195271224e-11,0,0,0,0,3.5527136788005e-15,0,9616.66329122335,4.97675500810146e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_cp050_hb010_gate_2022_latest.mat,audited,1,9.85892256721854e-10,3.27418092638254e-11,9.09494701772928e-13,1.81898940354586e-12,0,0,5.80091530366644e-15,0,-4.4703483581543e-08,9792.24816176554,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_cp050_hb020_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.36468622460961e-11,0,0,0,0,4.85167461761193e-14,0,-2770.2320638895,42079.361297412,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_gate_2022_latest.mat,audited,1,5.23868948221207e-10,3.95630195271224e-11,0,3.63797880709171e-12,0,0,3.60822483003176e-15,0,92843.124457866,6.11180439591408e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_hb005_gate_2022_latest.mat,audited,1,5.23868948221207e-10,3.95630195271224e-11,0,0,0,0,3.05311331771918e-15,0,-2.23517417907715e-08,5.1804818212986e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_hb010_gate_2022_latest.mat,audited,1,9.85892256721854e-10,3.27418092638254e-11,1.90993887372315e-11,1.81898940354586e-12,0,0,5.02375918642883e-15,0,-2.23517417907715e-08,21482.650921873,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q075_l3_soft_hb020_gate_2022_latest.mat,audited,1,7.56699591875076e-10,2.36468622460961e-11,2.72848410531878e-12,0,0,0,4.85167461761193e-14,0,0,56490.064384137,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_cp025_gate_2022_latest.mat,audited,1,9.02218744158745e-10,3.72892827726901e-11,7.73070496506989e-12,1.81898940354586e-12,0,0,3.21964677141295e-15,0,-3.72529029846191e-09,20052.4264830244,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_cp025_hb005_gate_2022_latest.mat,audited,0,2.3283064365387e-09,3.68345354218036e-11,3.18323145620525e-12,0,0,0,7.93809462606987e-15,0,-173.713041372597,49846.9250979032,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_cp025_hb010_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.45563569478691e-11,4.09272615797818e-12,1.81898940354586e-12,0,0,1.85962356624714e-15,0,-3779.72283847257,62106.566895918,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_cp025_hb020_gate_2022_latest.mat,audited,0,1.34969013743103e-09,3.1377567211166e-11,6.3664629124105e-12,0,0,0,4.85167461761193e-14,0,-3822.63673900068,103085.662468204,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_cp050_gate_2022_latest.mat,audited,1,9.02218744158745e-10,3.72892827726901e-11,5.00222085975111e-12,1.81898940354586e-12,0,0,3.21964677141295e-15,0,-1.49011611938477e-08,13233.6752224862,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_cp050_hb005_gate_2022_latest.mat,audited,0,2.3283064365387e-09,3.68345354218036e-11,4.09272615797818e-12,0,0,0,7.93809462606987e-15,0,-2804.68989076093,42194.2207202878,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_cp050_hb010_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.45563569478691e-11,4.09272615797818e-12,1.81898940354586e-12,0,0,1.85962356624714e-15,0,-3764.53502406552,53824.7912082139,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_cp050_hb020_gate_2022_latest.mat,audited,0,1.34969013743103e-09,3.1377567211166e-11,5.91171556152403e-12,0,0,0,4.85167461761193e-14,0,-7035.82679029182,92023.2865544485,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_gate_2022_latest.mat,audited,1,9.02218744158745e-10,3.72892827726901e-11,7.27595761418343e-12,1.81898940354586e-12,0,0,3.21964677141295e-15,0,1.11758708953857e-08,21398.9649748987,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_hb005_gate_2022_latest.mat,audited,1,2.3283064365387e-09,3.68345354218036e-11,3.63797880709171e-12,0,0,0,7.93809462606987e-15,0,-1.49011611938477e-08,51097.4938465483,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_hb010_gate_2022_latest.mat,audited,1,5.23868948221207e-10,2.45563569478691e-11,2.72848410531878e-12,1.81898940354586e-12,0,0,1.85962356624714e-15,0,-2.60770320892334e-08,64029.6745032924,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l1_soft_hb020_gate_2022_latest.mat,audited,0,1.34969013743103e-09,3.1377567211166e-11,1.81898940354586e-12,0,0,0,4.85167461761193e-14,0,-3764.53502405062,102896.994107417,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_cp025_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.63797880709171e-11,1.04591890703887e-11,1.81898940354586e-12,0,0,3.21964677141295e-15,0,0,155.229429943633,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_cp025_hb005_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.95630195271224e-11,1.00044417195022e-11,0,0,0,3.05311331771918e-15,0,-2.60770320892334e-08,23587.3078861278,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_cp025_hb010_gate_2022_latest.mat,audited,0,8.51287040859461e-10,3.1377567211166e-11,3.18323145620525e-12,1.81898940354586e-12,0,0,7.13318293321663e-15,0,-2531.73304479569,57706.9917759569,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_cp025_hb020_gate_2022_latest.mat,audited,0,8.51287040859461e-10,3.86535248253495e-11,3.63797880709171e-12,0,0,0,4.85167461761193e-14,0,-3764.53502403945,81916.5652002452,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_cp050_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.63797880709171e-11,0,1.81898940354586e-12,0,0,3.21964677141295e-15,0,-1.11758708953857e-08,3.92901711165905e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_cp050_hb005_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.95630195271224e-11,4.54747350886464e-13,0,0,0,3.05311331771918e-15,0,-1.11758708953857e-08,15716.3941789686,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_cp050_hb010_gate_2022_latest.mat,audited,0,8.51287040859461e-10,3.1377567211166e-11,4.09272615797818e-12,1.81898940354586e-12,0,0,8.52096171399808e-15,0,-3764.5350240469,48083.3569307749,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_cp050_hb020_gate_2022_latest.mat,audited,0,8.51287040859461e-10,3.86535248253495e-11,4.54747350886464e-13,0,0,0,4.85167461761193e-14,0,-3779.7228384614,69467.4863283079,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_gate_2022_latest.mat,audited,1,8.14907252788544e-10,3.63797880709171e-11,8.18545231595635e-12,1.81898940354586e-12,0,0,3.21964677141295e-15,0,1.86264514923096e-08,1501.767921819,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_hb005_gate_2022_latest.mat,audited,1,5.23868948221207e-10,3.95630195271224e-11,1.09139364212751e-11,0,0,0,3.05311331771918e-15,0,-1.11758708953857e-08,24910.0398756291,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_hb010_gate_2022_latest.mat,audited,1,5.78438630327582e-10,3.1377567211166e-11,0,1.81898940354586e-12,0,0,7.13318293321663e-15,0,-1.11758708953857e-08,59521.7846816216,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l2_soft_hb020_gate_2022_latest.mat,audited,0,5.67524693906307e-10,3.86535248253495e-11,3.63797880709171e-12,0,0,0,4.85167461761193e-14,0,-3764.53502402455,83212.9401311931,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_cp025_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.31965566147119e-11,0,5.45696821063757e-12,0,0,3.21964677141295e-15,0,52218.9209921584,5.67524693906307e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_cp025_hb005_gate_2022_latest.mat,audited,1,1.10594555735588e-09,5.18411980010569e-11,0,5.45696821063757e-12,0,0,3.05311331771918e-15,0,-2.23517417907715e-08,6.40284270048141e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_cp025_hb010_gate_2022_latest.mat,audited,1,1.10594555735588e-09,5.18411980010569e-11,9.09494701772928e-12,3.63797880709171e-12,0,0,3.13638004456607e-15,0,-2.60770320892334e-08,3761.69498558817,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_cp025_hb020_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.1377567211166e-11,9.09494701772928e-12,7.27595761418343e-12,0,0,1.04360964314765e-14,0,-1.49011611938477e-08,12626.61130977,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_cp050_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.31965566147119e-11,0,5.45696821063757e-12,0,0,3.21964677141295e-15,0,105585.707996823,5.64614310860634e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_cp050_hb005_gate_2022_latest.mat,audited,1,1.10594555735588e-09,5.18411980010569e-11,0,5.45696821063757e-12,0,0,3.05311331771918e-15,0,-1.11758708953857e-08,5.84986992180347e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_cp050_hb010_gate_2022_latest.mat,audited,1,1.10594555735588e-09,5.18411980010569e-11,0,3.63797880709171e-12,0,0,5.80091530366644e-15,0,-2.23517417907715e-08,5.03496266901493e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_cp050_hb020_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.1377567211166e-11,1.18234311230481e-11,7.27595761418343e-12,0,0,1.04360964314765e-14,0,-2.60770320892334e-08,85.8274502614804,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_gate_2022_latest.mat,audited,1,6.62112142890692e-10,3.31965566147119e-11,0,5.45696821063757e-12,0,0,3.21964677141295e-15,0,51976.7624604627,5.64614310860634e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_hb005_gate_2022_latest.mat,audited,1,1.10594555735588e-09,5.18411980010569e-11,0,5.45696821063757e-12,0,0,3.05311331771918e-15,0,-1.11758708953857e-08,6.34463503956795e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_hb010_gate_2022_latest.mat,audited,1,1.10594555735588e-09,5.18411980010569e-11,8.18545231595635e-12,3.63797880709171e-12,0,0,5.02375918642883e-15,0,-1.86264514923096e-08,3928.94141260284,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q090_l3_soft_hb020_gate_2022_latest.mat,audited,1,5.23868948221207e-10,3.1377567211166e-11,1.18234311230481e-11,7.27595761418343e-12,0,0,1.04360964314765e-14,0,-1.11758708953857e-08,13815.5602323701,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_cp025_gate_2022_latest.mat,audited,1,9.02218744158745e-10,3.72892827726901e-11,6.82121026329696e-12,1.81898940354586e-12,0,0,3.21964677141295e-15,0,-7.45058059692383e-09,20464.7957525498,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_cp025_hb005_gate_2022_latest.mat,audited,0,8.51287040859461e-10,3.54702933691442e-11,2.27373675443232e-12,0,0,0,3.05311331771918e-15,0,-227.384071983397,50025.8285333007,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_cp025_hb010_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.27373675443232e-11,4.09272615797818e-12,1.81898940354586e-12,0,0,5.13478148889135e-15,0,-3779.7228384614,62327.4572516812,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_cp025_hb020_gate_2022_latest.mat,audited,0,1.34969013743103e-09,3.1377567211166e-11,3.63797880709171e-12,0,0,0,4.85167461761193e-14,0,-3823.14962322265,103194.330827193,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_cp050_gate_2022_latest.mat,audited,1,9.02218744158745e-10,3.72892827726901e-11,1.04591890703887e-11,1.81898940354586e-12,0,0,3.21964677141295e-15,0,-1.11758708953857e-08,13574.1869117219,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_cp050_hb005_gate_2022_latest.mat,audited,0,8.51287040859461e-10,3.54702933691442e-11,3.18323145620525e-12,0,0,0,3.83026943495679e-15,0,-2880.01469975337,42445.3034169794,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_cp050_hb010_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.27373675443232e-11,2.27373675443232e-12,1.81898940354586e-12,0,0,5.13478148889135e-15,0,-3764.53502403945,53984.7693881593,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_cp050_hb020_gate_2022_latest.mat,audited,0,1.34969013743103e-09,3.1377567211166e-11,3.63797880709171e-12,0,0,0,4.85167461761193e-14,0,-7035.82679027691,92076.5900888294,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_gate_2022_latest.mat,audited,1,9.02218744158745e-10,3.72892827726901e-11,9.09494701772928e-12,1.81898940354586e-12,0,0,3.21964677141295e-15,0,1.11758708953857e-08,21811.3342444248,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_hb005_gate_2022_latest.mat,audited,1,7.74889485910535e-10,3.54702933691442e-11,4.54747350886464e-12,0,0,0,3.05311331771918e-15,0,-1.11758708953857e-08,52548.0895352419,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_hb010_gate_2022_latest.mat,audited,1,5.71162672713399e-10,2.27373675443232e-11,2.72848410531878e-12,1.81898940354586e-12,0,0,5.13478148889135e-15,0,-3.72529029846191e-09,65513.2404067786,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l1_soft_hb020_gate_2022_latest.mat,audited,0,1.34969013743103e-09,3.1377567211166e-11,1.81898940354586e-12,0,0,0,4.85167461761193e-14,0,-3764.53502403572,104245.95176273,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_cp025_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.63797880709171e-11,0,3.63797880709171e-12,0,0,3.21964677141295e-15,0,0,5.0058588385582e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_cp025_hb005_gate_2022_latest.mat,audited,1,8.51287040859461e-10,2.36468622460961e-11,5.00222085975111e-12,1.81898940354586e-12,0,0,3.05311331771918e-15,0,-4.4703483581543e-08,8361.80857202207,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_cp025_hb010_gate_2022_latest.mat,audited,1,1.20780896395445e-09,5.36601874046028e-11,5.00222085975111e-12,1.81898940354586e-12,0,0,3.13638004456607e-15,0,-3.72529029846191e-08,41374.2777060657,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_cp025_hb020_gate_2022_latest.mat,audited,0,8.51287040859461e-10,3.41060513164848e-11,4.54747350886464e-13,1.81898940354586e-12,0,0,4.85167461761193e-14,0,-1925.16965984553,55685.1138261702,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_cp050_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.63797880709171e-11,0,3.63797880709171e-12,0,0,3.21964677141295e-15,0,27937.7958262824,4.77302819490433e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_cp050_hb005_gate_2022_latest.mat,audited,1,8.51287040859461e-10,2.36468622460961e-11,4.54747350886464e-12,1.81898940354586e-12,0,0,6.93889390390723e-15,0,-2.60770320892334e-08,508.673872117914,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_cp050_hb010_gate_2022_latest.mat,audited,1,1.20780896395445e-09,5.36601874046028e-11,5.00222085975111e-12,1.81898940354586e-12,0,0,3.13638004456607e-15,0,-2.60770320892334e-08,31439.2753671168,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_cp050_hb020_gate_2022_latest.mat,audited,0,8.51287040859461e-10,3.41060513164848e-11,0,1.81898940354586e-12,0,0,4.85167461761193e-14,0,-3034.78357086703,42961.1996539622,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_gate_2022_latest.mat,audited,1,8.14907252788544e-10,3.63797880709171e-11,0,3.63797880709171e-12,0,0,3.21964677141295e-15,0,3.72529029846191e-09,4.71482053399086e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_hb005_gate_2022_latest.mat,audited,1,5.71162672713399e-10,2.36468622460961e-11,6.3664629124105e-12,1.81898940354586e-12,0,0,3.05311331771918e-15,0,-2.98023223876953e-08,10508.3264436711,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_hb010_gate_2022_latest.mat,audited,1,1.20780896395445e-09,5.36601874046028e-11,4.54747350886464e-12,1.81898940354586e-12,0,0,3.13638004456607e-15,0,-2.23517417907715e-08,42816.9183537748,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l2_soft_hb020_gate_2022_latest.mat,audited,1,5.23868948221207e-10,3.41060513164848e-11,3.18323145620525e-12,1.81898940354586e-12,0,0,4.85167461761193e-14,0,0,57433.8041999701,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_cp025_gate_2022_latest.mat,audited,1,9.02218744158745e-10,3.72892827726901e-11,0,5.45696821063757e-12,0,0,3.38618022510673e-15,0,179186.030487105,5.12227416038513e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_cp025_hb005_gate_2022_latest.mat,audited,1,1.10594555735588e-09,5.18411980010569e-11,0,7.27595761418343e-12,0,0,3.05311331771918e-15,0,71483.8359645344,6.34463503956795e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_cp025_hb010_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.31965566147119e-11,0,3.63797880709171e-12,0,0,3.13638004456607e-15,0,-7.45058059692383e-09,4.77302819490433e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_cp025_hb020_gate_2022_latest.mat,audited,1,8.51287040859461e-10,4.54747350886464e-11,1.59161572810262e-11,7.27595761418343e-12,0,0,1.21014309684142e-14,0,0,1912.0445141815,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_cp050_gate_2022_latest.mat,audited,1,9.02218744158745e-10,3.72892827726901e-11,0,5.45696821063757e-12,0,0,3.21964677141295e-15,0,234189.122203141,4.77302819490433e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_cp050_hb005_gate_2022_latest.mat,audited,1,1.10594555735588e-09,5.18411980010569e-11,0,7.27595761418343e-12,0,0,3.05311331771918e-15,0,131189.798669029,6.08270056545734e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_cp050_hb010_gate_2022_latest.mat,audited,1,8.51287040859461e-10,3.31965566147119e-11,0,3.63797880709171e-12,0,0,5.80091530366644e-15,0,36740.5125952661,4.07453626394272e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_cp050_hb020_gate_2022_latest.mat,audited,1,8.51287040859461e-10,4.54747350886464e-11,0,7.27595761418343e-12,0,0,1.21014309684142e-14,0,-1.11758708953857e-08,4.86033968627453e-09,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_gate_2022_latest.mat,audited,1,9.02218744158745e-10,3.72892827726901e-11,0,5.45696821063757e-12,0,0,3.21964677141295e-15,0,195355.143342432,2757.80002467096,1457974.65732877
